asset_id,attribute_count,attribute_count_rarity_score,Type_attribute,Type_rarity_score,Hair_attribute,Hair_rarity_score,Clothing_attribute,Clothing_rarity_score,Eyes_attribute,Eyes_rarity_score,Mouth_attribute,Mouth_rarity_score,Offhand_attribute,Offhand_rarity_score,Background_attribute,Background_rarity_score,Ear_attribute,Ear_rarity_score,Headgear_attribute,Headgear_rarity_score,Neck_attribute,Neck_rarity_score,Face_attribute,Face_rarity_score,Special_attribute,Special_rarity_score,overall_rarity_score
6049,7,0.12389380530973451,Human,0.04346861831891772,Blonde Pixie,4.21505376344086,Tank Top with Jacket,3.35042735042735,Closed,0.25274016763378465,Chewing,1.1168091168091168,Shuriken,2.5620915032679736,Dark Blue,0.7480916030534351,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,10.007618265425416
6050,9,0.21503017004936914,Human,0.04346861831891772,Violet Flowy,4.041237113402062,Dress Shirt,2.529032258064516,Closed,0.25274016763378465,Tongue Out,1.9405940594059408,Monk Staff,2.6849315068493147,Off White B,0.2229806598407281,,-0.2747021723896286,Ayaigasa,3.62962962962963,,-0.21052631578947367,Red Fang Face Paint,1.462686567164179,,-1.6540084388185654,14.883093823360774
6051,8,0.10897970530998052,Human,0.04346861831891772,Maroon Short Spiky,3.0625000000000004,Frog T-Shirt,4.170212765957447,Suspicious,1.2564102564102564,Whistling,1.328813559322034,,-0.06084122303274872,Off White A,0.21609702315325247,Corded Earbuds,2.3902439024390243,,-0.12661498708010335,Towel,1.6680851063829787,,-0.1391057487579844,,-1.6540084388185654,12.264240539604492
6052,8,0.10897970530998052,Human,0.04346861831891772,Gray Samurai,5.226666666666667,Cat Yukata,10.888888888888888,Curious,1.1073446327683616,Smirk,0.5399449035812672,,-0.06084122303274872,Off White A,0.21609702315325247,,-0.2747021723896286,Cat Baseball Cap,6.87719298245614,Zen Headphones,1.8232558139534885,,-0.1391057487579844,,-1.6540084388185654,24.70318165209804
6053,9,0.21503017004936914,Human,0.04346861831891772,Maroon Bun,2.6133333333333333,Bumblebee Jacket,3.8431372549019605,Glowing,5.0256410256410255,Smirk,0.5399449035812672,Zanbato,1.3333333333333333,Off White B,0.2229806598407281,Sunflower,11.2,Purple Kanzashi,2.4049079754601226,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,25.438136771094033
6054,7,0.12389380530973451,Human,0.04346861831891772,Blue Bun,3.663551401869159,Light Kimono,1.2604501607717042,Closed,0.25274016763378465,Lipstick,0.9607843137254901,Bean Juice,1.3110367892976589,Cool Gray,0.8115942028985507,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,6.022561796989244
6055,6,0.47285886610373945,Human,0.04346861831891772,Brown Samurai,4.0,Blue Bomber,3.0153846153846158,Careless,1.0288713910761154,Toothpick,1.1395348837209303,,-0.06084122303274872,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,7.45730014857654
6056,7,0.12389380530973451,Human,0.04346861831891772,Blonde Hairband,4.454545454545454,White Qipao with Fur,4.666666666666667,Concerned,1.0261780104712042,Face Mask,2.0310880829015545,,-0.06084122303274872,Off White A,0.21609702315325247,,-0.2747021723896286,Newsboy Cap,3.6981132075471694,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,13.920866970125553
6057,8,0.10897970530998052,Human,0.04346861831891772,Black Disheveled,3.408695652173913,Black Kimono,3.0387596899224807,Tired,1.0566037735849056,Chuckle,0.9537712895377128,Boombox,2.76056338028169,Off White D,0.19698492462311556,,-0.2747021723896286,Straw Hat,3.35042735042735,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,12.639911708424412
6058,10,0.7340823970037453,Human,0.04346861831891772,Teal Bob,5.0256410256410255,White Qipao with Fur,4.666666666666667,Ruby,1.0288713910761154,Frown,1.0798898071625345,Lantern,0.9727047146401985,Off White D,0.19698492462311556,,-0.2747021723896286,Red Panda Baseball Cap,5.297297297297297,Chill Headphones,0.98,Reading Glasses,2.1420765027322406,,-1.6540084388185654,20.238972733953663
6059,8,0.10897970530998052,Human,0.04346861831891772,Indigo Fluffy,5.444444444444444,Red Panda Yukata,10.594594594594595,Pensive,1.2173913043478262,Bubble Gum,1.395017793594306,,-0.06084122303274872,Off White C,0.199796126401631,Ear Cuffs,4.611764705882353,Cowboy Hat,3.294117647058824,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,24.845093213554104
6060,7,0.12389380530973451,Spirit,4.041237113402062,Spirit Bob,32.666666666666664,Sloth T-Shirt,4.3076923076923075,Joyful,1.0181818181818183,Grin,1.1136363636363635,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Butterfly,4.558139534883721,47.217453289124364
6061,7,0.12389380530973451,Human,0.04346861831891772,Green Spiky,3.35042735042735,Green Yukata,1.8846153846153846,Determined,0.5283018867924528,Chuckle,0.9537712895377128,Katana,0.8929384965831435,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,5.59543982858967
6062,8,0.10897970530998052,Human,0.04346861831891772,Green Teal Long,10.888888888888888,Kimono with Jacket,3.3793103448275863,Indifferent,1.104225352112676,Not Bad,0.9423076923076923,Skateboard,4.260869565217391,Dark Blue,0.7480916030534351,,-0.2747021723896286,IKZ Baseball Cap,1.479245283018868,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,20.677044377299787
6063,8,0.10897970530998052,Human,0.04346861831891772,Green Samurai,3.92,Suit with Turtleneck,2.8823529411764706,Chill,1.0,Smirk,0.5399449035812672,Sake,2.529032258064516,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Red Fang Face Paint,1.462686567164179,,-1.6540084388185654,10.436710102690812
6064,7,0.12389380530973451,Red,0.8888888888888888,Gray Samurai,5.226666666666667,Black Yukata,1.8937198067632852,Bored,1.187878787878788,Smirk,0.5399449035812672,Bokken,2.8613138686131383,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,10.540329724706739
6065,8,0.10897970530998052,Human,0.04346861831891772,Pink Pixie,6.758620689655173,Rain Jacket,3.3793103448275863,Joyful,1.0181818181818183,Gaiter,3.5963302752293576,Katana,0.8929384965831435,Dark Blue,0.7480916030534351,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Fox Fire,4.558139534883721,20.35311186202594
6066,8,0.10897970530998052,Human,0.04346861831891772,Powder Blue Disheveled,4.404494382022472,Kimono with Jacket,3.3793103448275863,Closed,0.25274016763378465,Pout,0.9727047146401985,,-0.06084122303274872,Red,0.38966202783300197,,-0.2747021723896286,Black Bucket Hat,2.9473684210526314,,-0.21052631578947367,Red Fang Face Paint,1.462686567164179,,-1.6540084388185654,11.761336798772334
6067,10,0.7340823970037453,Human,0.04346861831891772,Purple Dreadlocks,9.560975609756097,Black Ninja Top,3.2131147540983607,Amethyst,1.0155440414507773,Grin,1.1136363636363635,Bat,1.0,Off White C,0.199796126401631,Cat,17.043478260869563,Chef Headband,2.496815286624204,Koi Tattoo,1.5806451612903225,,-0.1391057487579844,,-1.6540084388185654,36.20844243187343
6068,7,0.12389380530973451,Human,0.04346861831891772,Maroon Half Bun,3.8058252427184467,Dress Shirt,2.529032258064516,Bored,1.187878787878788,Toothpick,1.1395348837209303,Kanabo,2.722222222222222,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.343883080020916
6069,9,0.21503017004936914,Human,0.04346861831891772,Powder Blue Disheveled,4.404494382022472,White Layered Yukata,2.529032258064516,Bored,1.187878787878788,Pout,0.9727047146401985,Boombox,2.76056338028169,Red,0.38966202783300197,,-0.2747021723896286,Red Panda Headband,5.297297297297297,,-0.21052631578947367,Bandaid,1.5555555555555554,,-1.6540084388185654,17.216450264944136
6070,9,0.21503017004936914,Human,0.04346861831891772,Silver Flowy,5.444444444444444,Blue Bikini,4.21505376344086,Closed,0.25274016763378465,Lipstick,0.9607843137254901,Golden Fan,26.133333333333333,Off White D,0.19698492462311556,,-0.2747021723896286,Pointy Straw Hat,3.1111111111111107,,-0.21052631578947367,Eye Patch,1.7422222222222221,,-1.6540084388185654,40.17593614190498
6071,9,0.21503017004936914,Human,0.04346861831891772,Blonde Swept Back,4.0,Black Blazer,4.170212765957447,Bored,1.187878787878788,Growl,1.0025575447570332,Bokken,2.8613138686131383,Off White C,0.199796126401631,Skull Ear Cuffs,5.6,,-0.12661498708010335,Chain,2.074074074074074,,-0.1391057487579844,,-1.6540084388185654,19.434602781393746
6072,8,0.10897970530998052,Human,0.04346861831891772,Maroon Half Bun,3.8058252427184467,Red Panda Hoodie,7.686274509803921,Striking,0.9607843137254901,Frown,1.0798898071625345,Katana,0.8929384965831435,Off White D,0.19698492462311556,,-0.2747021723896286,Backwards Cap,2.596026490066225,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,15.092829432556123
6073,9,0.21503017004936914,Red,0.8888888888888888,Maroon Disheveled,2.9473684210526314,Maroon Yukata,1.7737556561085972,Closed,0.25274016763378465,Gaiter,3.5963302752293576,Guitar,3.136,Cool Gray,0.8115942028985507,Blue Fan,5.681159420289855,,-0.12661498708010335,,-0.21052631578947367,Eye Patch,1.7422222222222221,,-1.6540084388185654,19.053939682685115
6074,7,0.12389380530973451,Human,0.04346861831891772,Brown Long,2.925373134328358,Blue Bomber,3.0153846153846158,Pensive,1.2173913043478262,Toothpick,1.1395348837209303,,-0.06084122303274872,Dark Purple,0.8466522678185746,,-0.2747021723896286,,-0.12661498708010335,Tribal Tattoo,1.9405940594059408,,-0.1391057487579844,,-1.6540084388185654,8.997020118555868
6075,9,0.21503017004936914,Human,0.04346861831891772,Black Pigtails,3.95959595959596,Azuki Tech Jacket,1.9698492462311556,Relaxed,1.1563421828908556,Smoking,0.9491525423728814,Shuriken,2.5620915032679736,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,Koi Tattoo,1.5806451612903225,Clear Glasses,2.8823529411764706,,-1.6540084388185654,13.460187651528726
6076,8,0.10897970530998052,Human,0.04346861831891772,Pink Samurai,7.84,Sloth Kigurumi,13.066666666666666,Chill,1.0,Smirk,0.5399449035812672,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Bandaid,1.5555555555555554,Earth,7.396226415094339,31.075142090857895
6077,8,0.10897970530998052,Human,0.04346861831891772,Blue Pink Ombre Flowy,8.909090909090908,Fur Hoodie,2.703448275862069,Striking,0.9607843137254901,Laughing,1.0261780104712042,Sakura Katana,0.9137529137529137,Off White C,0.199796126401631,Red Spiked Ring,4.8999999999999995,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,17.63524338248699
6078,8,0.10897970530998052,Human,0.04346861831891772,Dreadlocks,4.780487804878049,Black Blazer,4.170212765957447,Tired,1.0566037735849056,Growl,1.0025575447570332,Sakura Katana,0.9137529137529137,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,Chain,2.074074074074074,,-0.1391057487579844,,-1.6540084388185654,12.171802876740292
6079,8,0.10897970530998052,Human,0.04346861831891772,Brown Half Bun,4.260869565217391,Black Yukata,1.8937198067632852,Tired,1.0566037735849056,Pout,0.9727047146401985,Bat,1.0,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,Sloth Headphones,10.888888888888888,,-0.1391057487579844,,-1.6540084388185654,18.230599852078917
6080,8,0.10897970530998052,Human,0.04346861831891772,Blue Pink Ombre Flowy,8.909090909090908,Red Perfecto Jacket,4.72289156626506,Closed,0.25274016763378465,Laughing,1.0261780104712042,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,Black Bucket Hat,2.9473684210526314,,-0.21052631578947367,Eye Patch,1.7422222222222221,,-1.6540084388185654,17.74984639495741
6081,9,0.21503017004936914,Blue,0.8828828828828829,Silver Pixie,4.780487804878049,Red Ninja Top,2.8,Concerned,1.0261780104712042,Relaxed,0.47002398081534774,Banner,0.8990825688073394,Red,0.38966202783300197,Sword,5.850746268656716,,-0.12661498708010335,Chill Headphones,0.98,,-0.1391057487579844,,-1.6540084388185654,16.374364539737257
6082,8,0.10897970530998052,Human,0.04346861831891772,Purple Half Bun,14.0,Turquoise Kimono with Bow,2.202247191011236,Calm,1.0425531914893618,Relaxed,0.47002398081534774,Leather Katana,0.9468599033816426,Off White D,0.19698492462311556,,-0.2747021723896286,Purple Kanzashi,2.4049079754601226,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,19.137682814654077
6083,8,0.10897970530998052,Human,0.04346861831891772,Indigo Swept Back,4.839506172839506,Red Panda T-Shirt,5.226666666666667,Pensive,1.2173913043478262,Not Bad,0.9423076923076923,Bean Juice,1.3110367892976589,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Round Blue Sunglasses,1.4254545454545453,,-1.6540084388185654,13.065056603618277
6084,8,0.10897970530998052,Human,0.04346861831891772,Blue Spiky,3.2131147540983607,Vest,2.4499999999999997,Closed,0.25274016763378465,Smirk,0.5399449035812672,Boombox,2.76056338028169,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Bandaid,1.5555555555555554,,-1.6540084388185654,8.874612193855038
6085,8,0.10897970530998052,Human,0.04346861831891772,Green Flowy,3.8431372549019605,Blue Floral Kimono,2.10752688172043,White,1.97979797979798,Relaxed,0.47002398081534774,Banner,0.8990825688073394,Off White D,0.19698492462311556,,-0.2747021723896286,Yellow Kanzashi,2.3333333333333335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.703992571872753
6086,10,0.7340823970037453,Human,0.04346861831891772,Blue Samurai,4.0,Red Kimono,4.126315789473685,Careless,1.0288713910761154,Chuckle,0.9537712895377128,Umbrella,1.9898477157360408,Off White A,0.21609702315325247,,-0.2747021723896286,Pointy Straw Hat,3.1111111111111107,Chain,2.074074074074074,Eye Scar,1.4151624548736463,,-1.6540084388185654,17.764091253150106
6087,7,0.12389380530973451,Blue,0.8828828828828829,Silver Bangs,6.6440677966101696,Red Qipao with Fur,4.780487804878049,Concerned,1.0261780104712042,Closed,0.48275862068965514,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Reading Glasses,2.1420765027322406,,-1.6540084388185654,13.955448412865046
6088,8,0.10897970530998052,Spirit,4.041237113402062,Spirit Spiky,17.818181818181817,Golden Red Panda Kigurumi,65.33333333333333,Careless,1.0288713910761154,Pout,0.9727047146401985,Golden Kanabo,24.500000000000004,Dark Blue,0.7480916030534351,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Lightning,8.166666666666666,121.96711712164642
6089,9,0.21503017004936914,Human,0.04346861831891772,Black Swept Back,5.764705882352941,Black Blazer,4.170212765957447,Careless,1.0288713910761154,Closed,0.48275862068965514,,-0.06084122303274872,Off White C,0.199796126401631,Ear Cuffs,4.611764705882353,,-0.12661498708010335,Chain,2.074074074074074,Lipstick Kiss,5.444444444444444,,-1.6540084388185654,22.19366215031553
6090,8,0.10897970530998052,Human,0.04346861831891772,Pink Flowy,4.505747126436781,Azuki Tech Jacket,1.9698492462311556,Determined,0.5283018867924528,Smoking,0.9491525423728814,Bat,1.0,Dark Purple,0.8466522678185746,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Butterfly,4.558139534883721,13.759341704147275
6091,7,0.12389380530973451,Human,0.04346861831891772,Indigo Long,3.0387596899224807,Sloth T-Shirt,4.3076923076923075,Bored,1.187878787878788,Chuckle,0.9537712895377128,Monkey King Staff,2.703448275862069,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,10.15094003630937
6092,8,0.10897970530998052,Blue,0.8828828828828829,Gray Samurai,5.226666666666667,Bloody Bomber,3.0625000000000004,Bored,1.187878787878788,Pout,0.9727047146401985,Hand Seal,3.2396694214876036,Dark Purple,0.8466522678185746,Red Panda,11.2,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,24.597678956238568
6093,8,0.10897970530998052,Human,0.04346861831891772,Maroon Half Bun,3.8058252427184467,Lavender Kimono with Bow,2.214689265536723,Red,2.5454545454545454,Grin,1.1136363636363635,Sakura Katana,0.9137529137529137,Off White A,0.21609702315325247,,-0.2747021723896286,Cat Mask,7.84,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,16.52356100212549
6094,7,0.12389380530973451,Human,0.04346861831891772,Blue Bun,3.663551401869159,Blue Kimono with Bow,2.5128205128205128,Amethyst,1.0155440414507773,Lipstick,0.9607843137254901,,-0.06084122303274872,Off White B,0.2229806598407281,,-0.2747021723896286,Horns,3.161290322580645,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.365149777127561
6095,7,0.12389380530973451,Human,0.04346861831891772,Brown Bangs,5.52112676056338,Red Floral Kimono,2.1538461538461537,Determined,0.5283018867924528,Smirk,0.5399449035812672,Earth,6.758620689655173,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,13.464041281632955
6096,8,0.10897970530998052,Human,0.04346861831891772,Black Teal Bangs,15.68,Light Kimono,1.2604501607717042,Daydreaming,1.0129198966408268,Tongue Out,1.9405940594059408,Shuriken,2.5620915032679736,Off White C,0.199796126401631,,-0.2747021723896286,IKZ Baseball Cap,1.479245283018868,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,22.0092026773802
6097,8,0.10897970530998052,Human,0.04346861831891772,Purple Pigtails,4.0,Azuki Tech Jacket,1.9698492462311556,Relaxed,1.1563421828908556,Tactical Knife,2.6666666666666665,Sakura Katana,0.9137529137529137,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Red Fang Face Paint,1.462686567164179,,-1.6540084388185654,10.278874646097625
6098,6,0.47285886610373945,Human,0.04346861831891772,Blue Samurai,4.0,Matsuri Happi,4.454545454545454,Careless,1.0288713910761154,Whistling,1.328813559322034,,-0.06084122303274872,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.062555129899387
6099,8,0.10897970530998052,Human,0.04346861831891772,Green Ombre Bangs,6.87719298245614,Rain Jacket,3.3793103448275863,Amethyst,1.0155440414507773,Smirk,0.5399449035812672,Leather Katana,0.9468599033816426,Off White A,0.21609702315325247,,-0.2747021723896286,Distressed Beanie,2.4499999999999997,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,13.299054846723912
6100,8,0.10897970530998052,Human,0.04346861831891772,Blonde Hairband,4.454545454545454,Alpine Jacket,3.408695652173913,Concerned,1.0261780104712042,Tongue Out,1.9405940594059408,Monk Staff,2.6849315068493147,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Sakura,4.8999999999999995,18.032540806210786
6101,8,0.10897970530998052,Red,0.8888888888888888,Silver Bangs,6.6440677966101696,Light Kimono,1.2604501607717042,Closed,0.25274016763378465,Smirk,0.5399449035812672,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,Horns,3.161290322580645,,-0.21052631578947367,Sleep Mask,2.118918918918919,,-1.6540084388185654,12.972187638888057
6102,10,0.7340823970037453,Human,0.04346861831891772,Green Spiky,3.35042735042735,Straw Poncho,9.560975609756097,Meditating,1.2327044025157234,Whistling,1.328813559322034,Leather Katana,0.9468599033816426,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,Zen Headphones,1.8232558139534885,Reading Glasses,2.1420765027322406,Earth,7.396226415094339,28.3736704361891
6103,8,0.10897970530998052,Human,0.04346861831891772,Green Teal Long,10.888888888888888,Kimono with Jacket,3.3793103448275863,Focused,1.1597633136094674,Growl,1.0025575447570332,Kanabo,2.722222222222222,Off White C,0.199796126401631,,-0.2747021723896286,Frog Headband,4.170212765957447,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,21.39685685453752
6104,7,0.12389380530973451,Human,0.04346861831891772,Teal Hairband,3.663551401869159,Bumblebee Jacket,3.8431372549019605,Concerned,1.0261780104712042,Smirk,0.5399449035812672,,-0.06084122303274872,Off White B,0.2229806598407281,,-0.2747021723896286,Cat Headband,4.72289156626506,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,11.84686232176963
6105,7,0.12389380530973451,Human,0.04346861831891772,Maroon Half Bun,3.8058252427184467,White T-Shirt,2.3473053892215567,Closed,0.25274016763378465,Chuckle,0.9537712895377128,,-0.06084122303274872,Cool Gray,0.8115942028985507,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Fireflies,4.454545454545454,11.98135372313422
6106,9,0.21503017004936914,Human,0.04346861831891772,Black Fluffy,5.9393939393939394,Black Kimono,3.0387596899224807,Pensive,1.2173913043478262,Relaxed,0.47002398081534774,Bean Juice,1.3110367892976589,Off White A,0.21609702315325247,Corded Earbuds,2.3902439024390243,Red Panda Baseball Cap,5.297297297297297,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,18.135102211669093
6107,7,0.12389380530973451,Human,0.04346861831891772,Magenta Pigtails,3.2666666666666666,Red Hoodie,2.3333333333333335,Daydreaming,1.0129198966408268,Tongue Out,1.9405940594059408,Leather Katana,0.9468599033816426,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,7.462574746622939
6108,6,0.47285886610373945,Human,0.04346861831891772,Indigo Messy,4.505747126436781,Blue Bomber,3.0153846153846158,Pensive,1.2173913043478262,Long Stubble,4.126315789473685,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,11.112352358820177
6109,6,0.47285886610373945,Human,0.04346861831891772,Buzzcut,3.408695652173913,White Yukata,2.3473053892215567,Suspicious,1.2564102564102564,Relaxed,0.47002398081534774,,-0.06084122303274872,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,5.749060900328479
6110,8,0.10897970530998052,Human,0.04346861831891772,Brown Messy,4.454545454545454,White Blazer,3.8431372549019605,Bored,1.187878787878788,Growl,1.0025575447570332,Katana,0.8929384965831435,Off White A,0.21609702315325247,,-0.2747021723896286,Horns,3.161290322580645,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,12.632550532273525
6111,6,0.47285886610373945,Human,0.04346861831891772,Purple Spiky,3.408695652173913,Hoshi Jacket,3.2131147540983607,Indifferent,1.104225352112676,Meh,1.0315789473684212,,-0.06084122303274872,Off White B,0.2229806598407281,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,7.031123964148249
6112,7,0.12389380530973451,Human,0.04346861831891772,Black Disheveled,3.408695652173913,Suit with Turtleneck,2.8823529411764706,Careless,1.0288713910761154,Wheat Straw,1.1495601173020527,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,Red Panda Baseball Cap,5.297297297297297,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,11.791940848489213
6113,7,0.12389380530973451,Human,0.04346861831891772,Orange Samurai,4.0,Kimono with Straw Hat,3.43859649122807,Tired,1.0566037735849056,Relaxed,0.47002398081534774,Monk Staff,2.6849315068493147,Off White A,0.21609702315325247,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,9.62865753642379
6114,8,0.10897970530998052,Red,0.8888888888888888,Maroon Ponytail,2.76056338028169,Red Qipao with Fur,4.780487804878049,Striking,0.9607843137254901,Frown,1.0798898071625345,Bean Juice,1.3110367892976589,Off White C,0.199796126401631,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Lipstick Kiss,5.444444444444444,,-1.6540084388185654,15.269019346312596
6115,6,0.47285886610373945,Human,0.04346861831891772,Maroon Bob,2.9923664122137406,Red Floral Kimono,2.1538461538461537,Concerned,1.0261780104712042,Laughing,1.0261780104712042,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,5.446082110179572
6116,7,0.12389380530973451,Human,0.04346861831891772,Maroon Half Bun,3.8058252427184467,Azuki Sweater,3.0387596899224807,Striking,0.9607843137254901,Relaxed,0.47002398081534774,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Round Blue Sunglasses,1.4254545454545453,,-1.6540084388185654,7.738501983777559
6117,9,0.21503017004936914,Human,0.04346861831891772,Indigo Disheveled,3.62962962962963,Suit with Turtleneck,2.8823529411764706,Indifferent,1.104225352112676,Not Bad,0.9423076923076923,Guitar,3.136,Off White A,0.21609702315325247,,-0.2747021723896286,Frog Mask,7.538461538461538,Chill Headphones,0.98,,-0.1391057487579844,,-1.6540084388185654,18.61975660524337
6118,8,0.10897970530998052,Human,0.04346861831891772,Purple Half Bun,14.0,Pink Oversized Kimono,5.52112676056338,Amethyst,1.0155440414507773,Laughing,1.0261780104712042,Fan,1.6610169491525424,Dark Purple,0.8466522678185746,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,Butterfly,4.558139534883721,28.03015666395191
6119,6,0.47285886610373945,Human,0.04346861831891772,Blonde Bun,3.563636363636364,Frog Kimono,6.6440677966101696,Striking,0.9607843137254901,Laughing,1.0261780104712042,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,,-0.1391057487579844,,-1.6540084388185654,10.442180007620497
6120,8,0.10897970530998052,Blue,0.8828828828828829,Silver Half Bun,7.0,Tank Top,2.8613138686131383,Joyful,1.0181818181818183,Frown,1.0798898071625345,,-0.06084122303274872,Red,0.38966202783300197,,-0.2747021723896286,Distressed Beanie,2.4499999999999997,,-0.21052631578947367,Bandaid,1.5555555555555554,,-1.6540084388185654,15.146387515508493
6121,9,0.21503017004936914,Human,0.04346861831891772,Fire,17.818181818181817,Suikan,5.297297297297297,Tired,1.0566037735849056,Wheat Straw,1.1495601173020527,Sakura Katana,0.9137529137529137,Cool Gray,0.8115942028985507,,-0.2747021723896286,,-0.12661498708010335,Chill Headphones,0.98,,-0.1391057487579844,Fire,6.758620689655173,34.50368669281328
6122,7,0.12389380530973451,Human,0.04346861831891772,Teal Bob,5.0256410256410255,Archer,4.454545454545454,Amethyst,1.0155440414507773,Chewing,1.1168091168091168,,-0.06084122303274872,Off White D,0.19698492462311556,,-0.2747021723896286,,-0.12661498708010335,,-0.21052631578947367,Blue Sunglasses,2.6133333333333333,,-1.6540084388185654,12.263527182920955
