asset_id,attribute_count,attribute_count_rarity_score,Mouth_attribute,Mouth_rarity_score,Skin_attribute,Skin_rarity_score,Weapon_attribute,Weapon_rarity_score,Background_attribute,Background_rarity_score,Clothes_attribute,Clothes_rarity_score,Eyes_attribute,Eyes_rarity_score,Eyewear_attribute,Eyewear_rarity_score,Hair_attribute,Hair_rarity_score,Hat_attribute,Hat_rarity_score,KILLER_GF_attribute,KILLER_GF_rarity_score,overall_rarity_score
3480,8,2.0179034769071094,Soft Pink Grin,31.742857142857144,Bloody Light,11.59016393442623,Triple Katana,60.286821705426355,Grey Gradient,15.21917808219178,Crimson Kimono,80.17525773195877,Cute Angry Eyes,20.794117647058822,,1.921195652173913,Mecha Pilot Twintails,48.60625,Fox Mask,96.01234567901234,,1.000900900900901,369.36699195291334
3481,8,2.0179034769071094,Average Smile,35.19004524886878,Bloody Tanline,40.505208333333336,Dual Wield,45.47953216374269,Pink Gradient,19.589420654911837,Pencil Black,45.747058823529414,Cute Brown Eyes,19.10810810810811,,1.921195652173913,Quinn Hair,43.205555555555556,Black Ribbon,27.974820143884894,,1.000900900900901,281.7397490619165
3482,7,3.5031531531531535,uwu,26.633561643835616,Light,3.2109826589595376,Feather Wings,24.379310344827587,Grey Gradient,15.21917808219178,Quinn Dress,24.84664536741214,White Glow Eyes,38.885,,1.921195652173913,Neko Hair,50.174193548387095,,1.8111318118304611,,1.000900900900901,191.58525316367215
3483,9,4.631923764145325,Blue Open Mouth,29.347169811320757,Light,3.2109826589595376,Devil Wings,34.874439461883405,Dark Gradient,20.683510638297875,Red Mekanizer Armor,91.49411764705883,Doll Eyes,21.723463687150836,Eye Patch White,30.027027027027028,Pink Flowy Hair,41.588235294117645,Red Mekanizer Hat,92.58333333333333,,1.000900900900901,371.16510422419543
3484,9,4.631923764145325,Blue Lick,28.69741697416974,Tanline,6.906749555950266,Double Katana,28.28,Dark Gradient,20.683510638297875,Z Jacket,42.49726775956284,Doll Eyes,21.723463687150836,Pink Glasses,22.09375,Long Blue Hairclip Bangs,40.295336787564764,Silver Halo,32.13636363636364,,1.000900900900901,248.94668370410614
3485,8,2.0179034769071094,Blue Lick,28.69741697416974,Light,3.2109826589595376,Ghost Blade,33.96069868995633,Purple Solid,16.511677282377917,Grey Hoodie,41.36702127659575,Psycho Eyes,38.122549019607845,Eye Patch White,30.027027027027028,Light Buns,27.578014184397162,,1.8111318118304611,,1.000900900900901,224.30532330272976
3486,7,3.5031531531531535,Ninja Headband,70.7,Bloody Tanline,40.505208333333336,Buster Blade,40.295336787564764,GF Heart Invert,17.960739030023095,Agent Outfit,42.73076923076923,Shy Blue Eyes,21.483425414364643,,1.921195652173913,Red Ring Ponytail,33.52155172413793,,1.8111318118304611,,1.000900900900901,275.4334120382514
3487,7,3.5031531531531535,Closed Smile Pink,34.10964912280702,Pale,6.167327517842982,Death Ray Eye,62.71774193548387,KGF Pattern,21.542936288088644,Cyberpop,108.01388888888889,Shy Light Blue,25.006430868167204,,1.921195652173913,Brown Flowy Buns,29.018656716417908,,1.8111318118304611,,1.000900900900901,294.813012855755
3488,8,2.0179034769071094,Red Lick,34.56444444444445,Pale,6.167327517842982,Butterfly Effect,81.01041666666667,Purple Gradient,15.774847870182557,Red Death,117.83333333333333,Pink Eyes,22.6734693877551,Red Glasses,22.542028985507248,Hot Pink Flowy Hair,109.53521126760565,,1.8111318118304611,,1.000900900900901,414.9310156629765
3489,8,2.0179034769071094,Lip Bite Purple,31.108,Dark,4.76824034334764,Spirit Fire,24.68888888888889,Crimson Gradient,23.077151335311573,Bleeding Heart Tee,42.966850828729285,Cute Dark Eyes,21.84550561797753,,1.921195652173913,Rockstar Hair,93.69879518072288,Red Ribbon,32.53974895397489,,1.000900900900901,279.6331811789346
3490,8,2.0179034769071094,Yandere Smile,155.54,Bloody Light,11.59016393442623,Vampblade,67.04310344827586,White Hole,17.05482456140351,Pencil Black,45.747058823529414,Yandere Stare,58.916666666666664,,1.921195652173913,Red Devil Braids,36.3411214953271,Blood Halo,39.47715736040609,,1.000900900900901,436.6500963200168
3491,8,2.0179034769071094,Blue Open Mouth,29.347169811320757,Pale,6.167327517842982,Red Chomps,75.50485436893204,GF Heart White,15.400000000000002,Dark Heart Maid,39.47715736040609,Monochrome Eyes,35.19004524886878,Black Glasses,22.47687861271676,Twin Ponytails,48.60625,,1.8111318118304611,,1.000900900900901,276.99961910972587
3492,8,2.0179034769071094,Shark Smile,39.47715736040609,Dark,4.76824034334764,Gun,20.519788918205805,Crimson Hole,21.190735694822887,Kunai Pencil,40.717277486910994,Cute Brown Eyes,19.10810810810811,,1.921195652173913,Blue Fishpin Hair,32.53974895397489,Oni Mask,38.310344827586206,,1.000900900900901,221.57140172334454
3493,8,2.0179034769071094,uwu,26.633561643835616,Pale,6.167327517842982,AR-15,18.605263157894736,Crimson Gradient,23.077151335311573,Devil Bikini,138.875,Shy Light Blue,25.006430868167204,Eye Patch White,30.027027027027028,Twin Ponytails,48.60625,,1.8111318118304611,,1.000900900900901,321.82794773971756
3494,8,2.0179034769071094,Blue Open Mouth,29.347169811320757,Pale,6.167327517842982,Golden Wings,109.53521126760565,Dark KGF Pattern,19.061274509803923,Bleeding Heart Tee,42.966850828729285,Dark Blue Eyes,19.63888888888889,,1.921195652173913,Pink Punk Hair,38.691542288557216,Fox Mask,96.01234567901234,,1.000900900900901,366.36061082174297
3495,7,3.5031531531531535,Dark Frown,29.127340823970037,Tanline,6.906749555950266,Magic Heart Wand,52.19463087248322,Grey Gradient,15.21917808219178,Samurai,77.77,Jester Eyes,33.23504273504273,,1.921195652173913,Samurai Hair,288.037037037037,,1.8111318118304611,,1.000900900900901,510.7263606247335
3496,9,4.631923764145325,X Mask,39.67857142857143,Light,3.2109826589595376,Beat Blade,54.76760563380282,Crimson Hole,21.190735694822887,Kunai Pencil,40.717277486910994,White Glow Eyes,38.885,Round Glasses,22.2836676217765,White Android Hair,47.71165644171779,Metal Horns,53.26712328767123,,1.000900900900901,327.34544491927943
3497,9,4.631923764145325,Snaggle Tooth,26.633561643835616,Pale,6.167327517842982,Devil Spears,37.75242718446602,Dark KGF Pattern,19.061274509803923,Red Mekanizer Armor,91.49411764705883,Shy Light Blue,25.006430868167204,Scouter,57.18382352941176,Purple Ponytail,33.0936170212766,Red Mekanizer Hat,92.58333333333333,,1.000900900900901,394.60873792024245
3498,8,2.0179034769071094,Zipped Mask,32.13636363636364,Dark,4.76824034334764,Double Katana,28.28,Crimson Explosion,19.155172413793103,Assassin,47.13333333333333,Crimson Eyes,21.483425414364643,,1.921195652173913,Dark Short Wavy Hair,40.295336787564764,Oni Mask,38.310344827586206,,1.000900900900901,236.50221678633523
3499,9,4.631923764145325,Vampire Cute Grin,29.68320610687023,Light,3.2109826589595376,Spirit Fire,24.68888888888889,Crimson Gradient,23.077151335311573,White Mesh Jacket,59.36641221374046,Wink,29.347169811320757,Black Glasses,22.47687861271676,Red Ring Ponytail,33.52155172413793,White Devil Wings,52.19463087248322,,1.000900900900901,283.19969688947555
3500,7,3.5031531531531535,Ring,60.286821705426355,Bloody Light,11.59016393442623,Double Katana,28.28,Crimson Ripple,17.634920634920636,White Turtleneck,37.03333333333333,Vampire Eyes,22.09375,,1.921195652173913,Mecha Pilot Twintails,48.60625,,1.8111318118304611,,1.000900900900901,233.76162112616495
3501,1,1111.0,,324.0416666666667,,324.0416666666667,,324.0416666666667,,324.0416666666667,,324.0416666666667,,324.0416666666667,,1.921195652173913,,324.0416666666667,,1.8111318118304611,Kamiverse,7777.0,11160.02399413067
3502,9,4.631923764145325,Toast,54.00694444444444,Dark,4.76824034334764,Kitty Ghosts,55.94964028776979,GF Heart Pink,17.243902439024392,Cyberpop,108.01388888888889,Wink,29.347169811320757,Red Glasses,22.542028985507248,Dark Devil Braids,40.505208333333336,Metafox,111.1,,1.000900900900901,449.1098481986827
3503,8,2.0179034769071094,Blue Open Mouth,29.347169811320757,Bloody Light,11.59016393442623,Dual Saber,58.473684210526315,Grey Gradient,15.21917808219178,Bot Uniform,42.266304347826086,Doll Eyes,21.723463687150836,3D Glasses,74.06666666666666,Quinn Hair,43.205555555555556,,1.8111318118304611,,1.000900900900901,300.7221224853027
3504,7,3.5031531531531535,Soft Pink Grin,31.742857142857144,Light,3.2109826589595376,Laser Cannon,64.27272727272728,White Hole,17.05482456140351,Agent Outfit,42.73076923076923,Jester Eyes,33.23504273504273,,1.921195652173913,Dark Buns,30.984063745019924,,1.8111318118304611,,1.000900900900901,231.46764886483774
3505,7,3.5031531531531535,Blue Open Mouth,29.347169811320757,Light,3.2109826589595376,AR-15,18.605263157894736,White Hole,17.05482456140351,Quinn Dress,24.84664536741214,Closed,18.17056074766355,,1.921195652173913,Long Dark Hair,40.505208333333336,,1.8111318118304611,,1.000900900900901,159.97703615604595
3506,9,4.631923764145325,Average Smile,35.19004524886878,Bloody Dark,29.91153846153846,Gun,20.519788918205805,Crimson Hole,21.190735694822887,Bleeding Heart Tee,42.966850828729285,Dark Blue Eyes,19.63888888888889,Heart Eye Patch,35.35,Long Silver Hairclip Bangs,33.96069868995633,Oni Horns,72.6822429906542,,1.000900900900901,317.04361438671083
3507,8,2.0179034769071094,Open Smile,32.81434599156118,Light,3.2109826589595376,AR-15,18.605263157894736,Crimson Explosion,19.155172413793103,White Tie Uniform,41.588235294117645,Dark Blue Eyes,19.63888888888889,Rave Goggles,65.3529411764706,Long Dark Bangs,27.38380281690141,,1.8111318118304611,,1.000900900900901,232.57956858822553
3508,8,2.0179034769071094,Blue Open Mouth,29.347169811320757,Bloody Light,11.59016393442623,Buster Blade,40.295336787564764,White,17.55530474040632,Nurse,79.35714285714286,Dark Blue Eyes,19.63888888888889,,1.921195652173913,Light Buns,27.578014184397162,Nurse Hat,288.037037037037,,1.000900900900901,518.3390582711659
3509,9,4.631923764145325,Soft Pink Grin,31.742857142857144,Pale,6.167327517842982,Feather Wings,24.379310344827587,Black Gradient,20.305483028720626,One-piece Swimsuit,108.01388888888889,Dark Glow Eyes,42.49726775956284,3D Glasses,74.06666666666666,Dark Buns,30.984063745019924,Silver Halo,32.13636363636364,,1.000900900900901,375.9260533957965
3510,8,2.0179034769071094,O Smile,31.613821138211378,Pale,6.167327517842982,Red Chomps,75.50485436893204,White KGF Pattern,15.130350194552527,White Turtleneck,37.03333333333333,Vampire Eyes,22.09375,Pink Glasses,22.09375,Twin Ponytails,48.60625,,1.8111318118304611,,1.000900900900901,263.07337274251074
3511,8,2.0179034769071094,Dark Frown,29.127340823970037,Tanline,6.906749555950266,Laser Cannon,64.27272727272728,Crimson Ripple,17.634920634920636,Red Mekanizer Armor,91.49411764705883,Shy Light Blue,25.006430868167204,,1.921195652173913,Blue Fishpin Hair,32.53974895397489,Red Mekanizer Hat,92.58333333333333,,1.000900900900901,364.50536912008437
3512,8,2.0179034769071094,Closed Smile Pink,34.10964912280702,Light,3.2109826589595376,Double Katana,28.28,Purple Solid,16.511677282377917,Quinn Dress,24.84664536741214,Devil Red Eyes,54.38461538461539,,1.921195652173913,Twin Ponytails,48.60625,Oni Mask,38.310344827586206,,1.000900900900901,253.20016467374012
3513,8,2.0179034769071094,Average Smile,35.19004524886878,Light,3.2109826589595376,Floating Knives,60.7578125,Pink Gradient,19.589420654911837,Black Zipper Top,40.295336787564764,Devil Red Eyes,54.38461538461539,Red Glasses,22.542028985507248,Blue Fade Hair,30.86111111111111,,1.8111318118304611,,1.000900900900901,271.66128952117714
3514,8,2.0179034769071094,Silver Cybermask,68.82300884955752,Light,3.2109826589595376,Devil Spears,37.75242718446602,GF Heart Pink,17.243902439024392,Nyan Kitty,36.17209302325581,Dark Blue Eyes,19.63888888888889,,1.921195652173913,Purple Ponytail,33.0936170212766,Pulled Up Goggles,114.36764705882352,,1.000900900900901,335.2425671542342
3515,9,4.631923764145325,Open Smile,32.81434599156118,Tanline,6.906749555950266,Dual Saber,58.473684210526315,Crimson Gradient,23.077151335311573,Red Mekanizer Armor,91.49411764705883,Shy Light Blue,25.006430868167204,Android Eyemask,33.23504273504273,Blue Side Ponytail,38.885,Red Mekanizer Hat,92.58333333333333,,1.000900900900901,408.1086803419976
3516,7,3.5031531531531535,Open Smile Red Vamp,26.633561643835616,Dark,4.76824034334764,Devil Wings,34.874439461883405,White KGF Pattern,15.130350194552527,Devil Hunter Jacket,65.3529411764706,Devil Red Eyes,54.38461538461539,,1.921195652173913,Purple Ponytail,33.0936170212766,,1.8111318118304611,,1.000900900900901,242.47414674404015
3517,9,4.631923764145325,Open Smile Red Vamp,26.633561643835616,Bloody Tanline,40.505208333333336,Ghost Blade,33.96069868995633,KGF Pattern,21.542936288088644,Pink Student,39.882051282051286,Pink Eyes,22.6734693877551,Phantom Thief,39.08040201005025,Long Silver Bangs,37.93658536585366,Black Hairband,31.108,,1.000900900900901,298.9557376659704
3518,7,3.5031531531531535,Ring,60.286821705426355,Dark,4.76824034334764,Quinn Bat,26.452380952380953,White KGF Pattern,15.130350194552527,Devil Hunter,37.75242718446602,Vampire Eyes,22.09375,,1.921195652173913,Dark Hairclip Bangs,32.6764705882353,,1.8111318118304611,,1.000900900900901,207.39682248646722
3519,9,4.631923764145325,Open Smile,32.81434599156118,Dark,4.76824034334764,Butterfly Effect,81.01041666666667,Grey Gradient,15.21917808219178,Quinn Dress,24.84664536741214,Heart Eyes,25.25,Grey Heart Glasses,28.07581227436823,Blue Fishpin Hair,32.53974895397489,Crimson Horns,81.01041666666667,,1.000900900900901,331.1676290112354
3520,8,2.0179034769071094,Vamp Smile,28.17753623188406,Dark,4.76824034334764,Feather Wings,24.379310344827587,White,17.55530474040632,Virtual Idol Outfit,123.44444444444444,Spiral Prism Eyes,32.00411522633745,,1.921195652173913,Blue Side Ponytail,38.885,Gold Halo,72.6822429906542,,1.000900900900901,346.8361943518836
3521,8,2.0179034769071094,Open Smile,32.81434599156118,Dark,4.76824034334764,Feather Wings,24.379310344827587,Crimson Ripple,17.634920634920636,Devil Hunter Jacket,65.3529411764706,Pink Eyes,22.6734693877551,Red Glasses,22.542028985507248,Mecha Pilot Twintails,48.60625,,1.8111318118304611,,1.000900900900901,243.6014430540284
3522,7,3.5031531531531535,Blue Lick,28.69741697416974,Tanline,6.906749555950266,Kitty Ghosts,55.94964028776979,GF Heart Pink,17.243902439024392,Bleeding Heart Tee,42.966850828729285,Jester Eyes,33.23504273504273,,1.921195652173913,Long Silver Bangs,37.93658536585366,,1.8111318118304611,,1.000900900900901,231.17256970459826
3523,8,2.0179034769071094,Vampire Cute Grin,29.68320610687023,Light,3.2109826589595376,Quinn Bat,26.452380952380953,White KGF Pattern,15.130350194552527,Quinn Dress,24.84664536741214,Heart Eyes,25.25,Grey Heart Glasses,28.07581227436823,Quinn Hair,43.205555555555556,,1.8111318118304611,,1.000900900900901,200.6848692997376
3524,9,4.631923764145325,Open Smile,32.81434599156118,Light,3.2109826589595376,Gun,20.519788918205805,Dark Gradient,20.683510638297875,Kamiverse Dress,127.49180327868852,Cute Angry Eyes,20.794117647058822,Grey Heart Glasses,28.07581227436823,Light Buns,27.578014184397162,Death Queen,59.36641221374046,,1.000900900900901,346.1676124703238
3525,8,2.0179034769071094,Open Smile Blue,31.23293172690763,Bloody Light,11.59016393442623,AR-15,18.605263157894736,White,17.55530474040632,Pencil Black,45.747058823529414,Cute Dark Eyes,21.84550561797753,Pink Glasses,22.09375,Short Dark Hair,37.03333333333333,,1.8111318118304611,,1.000900900900901,210.53324752411362
3526,7,3.5031531531531535,One Side Grin,33.813043478260866,Tanline,6.906749555950266,AT Shield,83.6236559139785,GF Heart Invert,17.960739030023095,Poison Top,51.846666666666664,Cute Brown Eyes,19.10810810810811,,1.921195652173913,Short Bangs with Earrings,30.143410852713178,,1.8111318118304611,,1.000900900900901,251.63875512375904
3527,8,2.0179034769071094,Open Smile,32.81434599156118,Pale,6.167327517842982,Spectral Pink Blades,72.6822429906542,White KGF Pattern,15.130350194552527,HODL Jacket,36.51173708920188,Cute Angry Eyes,20.794117647058822,Shades,29.347169811320757,Brown Flowy Buns,29.018656716417908,,1.8111318118304611,,1.000900900900901,247.2958841482487
3528,7,3.5031531531531535,Vampire Cute Grin,29.68320610687023,Light,3.2109826589595376,Devil Wings,34.874439461883405,Crimson Explosion,19.155172413793103,Bot Uniform,42.266304347826086,Wink,29.347169811320757,,1.921195652173913,Quinn Hair,43.205555555555556,,1.8111318118304611,,1.000900900900901,209.97921187426707
3529,9,4.631923764145325,Open Smile Red Vamp,26.633561643835616,Bloody Light,11.59016393442623,Devil Scythe,62.216,Dark KGF Pattern,19.061274509803923,Pink Student,39.882051282051286,Devil Golden Eyes,52.19463087248322,Phantom Thief,39.08040201005025,Mecha Pilot Twintails,48.60625,Devil White Horns,46.84939759036144,,1.000900900900901,351.7465565080582
3530,8,2.0179034769071094,Zipped Mask,32.13636363636364,Pale,6.167327517842982,Buster Blade,40.295336787564764,Crimson Explosion,19.155172413793103,Black Zipper Top,40.295336787564764,Devil Golden Eyes,52.19463087248322,,1.921195652173913,Dark Short Wavy Hair,40.295336787564764,Gold Halo,72.6822429906542,,1.000900900900901,308.16174782381336
3531,7,3.5031531531531535,Vamp Smile,28.17753623188406,Bloody Dark,29.91153846153846,Blade Wings,29.68320610687023,Grey Gradient,15.21917808219178,White Star Dress,55.94964028776979,Yandere Stare,58.916666666666664,,1.921195652173913,Long Dark Bangs,27.38380281690141,,1.8111318118304611,,1.000900900900901,253.47795017188076
3532,8,2.0179034769071094,X Mask,39.67857142857143,Light,3.2109826589595376,Laser Cannon,64.27272727272728,White,17.55530474040632,Devil Hunter,37.75242718446602,Sharp Blue Eyes,19.10810810810811,Scouter,57.18382352941176,Short Dark Hair,37.03333333333333,,1.8111318118304611,,1.000900900900901,280.6252144456223
3533,7,3.5031531531531535,uwu,26.633561643835616,Dark,4.76824034334764,Gun,20.519788918205805,GF Heart Invert,17.960739030023095,NFTX Hoodie,77.0,Shy Blue Eyes,21.483425414364643,,1.921195652173913,Dark Devil Braids,40.505208333333336,,1.8111318118304611,,1.000900900900901,217.10734520116853
3534,8,2.0179034769071094,Red Lick,34.56444444444445,Bloody Pale,40.93157894736842,Golden Wings,109.53521126760565,GF Heart White,15.400000000000002,HODL Jacket,36.51173708920188,White Glow Eyes,38.885,Heart Eye Patch,35.35,Blonde Flowy Hair,28.69741697416974,,1.8111318118304611,,1.000900900900901,344.70532491242864
3535,8,2.0179034769071094,Blue Lick,28.69741697416974,Tanline,6.906749555950266,Magic Heart Wand,52.19463087248322,Crimson Ripple,17.634920634920636,White Turtleneck,37.03333333333333,White Glow Eyes,38.885,Black Glasses,22.47687861271676,Red Short Bangs,65.3529411764706,,1.8111318118304611,,1.000900900900901,274.011807349683
3536,7,3.5031531531531535,Blue Lick,28.69741697416974,Bloody Light,11.59016393442623,Dual Saber,58.473684210526315,GF Heart White,15.400000000000002,Grey Hoodie,41.36702127659575,Dark Blue Eyes,19.63888888888889,,1.921195652173913,Dark Devil Braids,40.505208333333336,,1.8111318118304611,,1.000900900900901,223.90876513599866
3537,7,3.5031531531531535,Red Lick,34.56444444444445,Light,3.2109826589595376,Double Katana,28.28,GF Heart Pink,17.243902439024392,Red Death,117.83333333333333,Crimson Eyes,21.483425414364643,,1.921195652173913,Blue Fishpin Hair,32.53974895397489,,1.8111318118304611,,1.000900900900901,263.39221876215964
3538,7,3.5031531531531535,Snaggle Tooth,26.633561643835616,Light,3.2109826589595376,Devil Spears,37.75242718446602,Dark KGF Pattern,19.061274509803923,Devil Bikini,138.875,Cyberpop Eyes,35.35,,1.921195652173913,Pink Punk Hair,38.691542288557216,,1.8111318118304611,,1.000900900900901,307.8111698036808
3539,8,2.0179034769071094,Average Smile,35.19004524886878,Dark,4.76824034334764,AR-15,18.605263157894736,White KGF Pattern,15.130350194552527,Z Jacket,42.49726775956284,Pink Eyes,22.6734693877551,,1.921195652173913,Long Silver Bangs,37.93658536585366,Blood Halo,39.47715736040609,,1.000900900900901,221.21837884822327
3540,9,4.631923764145325,Average Smile,35.19004524886878,Pale,6.167327517842982,AR-15,18.605263157894736,KGF Pattern,21.542936288088644,Grey Hoodie,41.36702127659575,Devil Golden Eyes,52.19463087248322,Shades,29.347169811320757,Butterfly Hair,39.882051282051286,Red Ribbon,32.53974895397489,,1.000900900900901,282.46901907416725
3541,8,2.0179034769071094,uwu,26.633561643835616,Pale,6.167327517842982,Devil Spears,37.75242718446602,Crimson Ripple,17.634920634920636,Kunai Pencil,40.717277486910994,Heterochromia,26.185185185185183,Diamond Glasses,65.3529411764706,Brown Flowy Buns,29.018656716417908,,1.8111318118304611,,1.000900900900901,254.29223373568843
3542,8,2.0179034769071094,Blue Lick,28.69741697416974,Dark,4.76824034334764,Triple Katana,60.286821705426355,White,17.55530474040632,White Star Dress,55.94964028776979,Jester Eyes,33.23504273504273,Flame Eye,131.8135593220339,Blue Fade Hair,30.86111111111111,,1.8111318118304611,,1.000900900900901,367.99707340894605
3543,8,2.0179034769071094,Dark Frown,29.127340823970037,Tanline,6.906749555950266,Devil Spears,37.75242718446602,Dark Gradient,20.683510638297875,Red Heart Dress,55.55,Sharp Blue Eyes,19.10810810810811,3D Glasses,74.06666666666666,Blue Side Ponytail,38.885,,1.8111318118304611,,1.000900900900901,286.9097391670974
3544,8,2.0179034769071094,Blue Open Mouth,29.347169811320757,Tanline,6.906749555950266,Sayanaura,50.830065359477125,GF Heart White,15.400000000000002,Racer Blue,96.01234567901234,Devil Golden Eyes,52.19463087248322,,1.921195652173913,Pink Flowy Hair,41.588235294117645,Silver Halo,32.13636363636364,,1.000900900900901,329.3555602387069
3545,8,2.0179034769071094,Toast,54.00694444444444,Bloody Pale,40.93157894736842,Red Rocket,32.00411522633745,Dark KGF Pattern,19.061274509803923,White X Dress,92.58333333333333,Jester Eyes,33.23504273504273,Rave Goggles,65.3529411764706,Red Ring Ponytail,33.52155172413793,,1.8111318118304611,,1.000900900900901,375.52671828657725
3546,7,3.5031531531531535,Snaggle Tooth,26.633561643835616,Light,3.2109826589595376,Magic Heart Wand,52.19463087248322,GF Heart Pink,17.243902439024392,Quinn Dress,24.84664536741214,Devil Golden Eyes,52.19463087248322,,1.921195652173913,Twin Ponytails,48.60625,,1.8111318118304611,,1.000900900900901,233.1669853722565
3547,8,2.0179034769071094,Angry Shy,51.503311258278146,Light,3.2109826589595376,Red Chomps,75.50485436893204,Black Gradient,20.305483028720626,Pilot Dress,45.747058823529414,Devil Red Eyes,54.38461538461539,,1.921195652173913,Long Silver Hairclip Bangs,33.96069868995633,Oni Horns,72.6822429906542,,1.000900900900901,362.23924723362757
3548,7,3.5031531531531535,Toast,54.00694444444444,Light,3.2109826589595376,Gun,20.519788918205805,GF Heart Invert,17.960739030023095,Dark Heart Maid,39.47715736040609,Cute Angry Eyes,20.794117647058822,,1.921195652173913,Long Blue Hairclip Bangs,40.295336787564764,,1.8111318118304611,,1.000900900900901,204.50144836472094
3549,9,4.631923764145325,Open Smile,32.81434599156118,Light,3.2109826589595376,AT Shield,83.6236559139785,KGF Pattern,21.542936288088644,HODL Jacket,36.51173708920188,Crimson Eyes,21.483425414364643,Shades,29.347169811320757,Dark Hairclip Bangs,32.6764705882353,Black Ribbon,27.974820143884894,,1.000900900900901,294.8183685646415
3550,9,4.631923764145325,Vampire Cute Grin,29.68320610687023,Bloody Dark,29.91153846153846,Triple Katana,60.286821705426355,White Hole,17.05482456140351,Nyan Kitty,36.17209302325581,Pink Eyes,22.6734693877551,Visor,51.16447368421053,Butterfly Hair,39.882051282051286,Black Ribbon,27.974820143884894,,1.000900900900901,320.4361230214423
3551,8,2.0179034769071094,X Mask,39.67857142857143,Bloody Pale,40.93157894736842,Feather Wings,24.379310344827587,GF Heart White,15.400000000000002,White Star Dress,55.94964028776979,Crimson Eyes,21.483425414364643,Round Glasses,22.2836676217765,Brown Flowy Buns,29.018656716417908,,1.8111318118304611,,1.000900900900901,253.95478695073476
3552,8,2.0179034769071094,Smooch Lips,34.41150442477876,Light,3.2109826589595376,Dual Wield,45.47953216374269,Black Gradient,20.305483028720626,Z Jacket,42.49726775956284,Wink,29.347169811320757,Scouter,57.18382352941176,Short Pink Hair,31.613821138211378,,1.8111318118304611,,1.000900900900901,268.8795207043468
3553,9,4.631923764145325,Dark Frown,29.127340823970037,Tanline,6.906749555950266,Ghost Blade,33.96069868995633,Purple Solid,16.511677282377917,Pink Bikini,68.82300884955752,Jester Eyes,33.23504273504273,Red Glasses,22.542028985507248,Blue Fade Hair,30.86111111111111,Black Ribbon,27.974820143884894,,1.000900900900901,275.57530284240426
3554,8,2.0179034769071094,Vampire Cute Grin,29.68320610687023,Pale,6.167327517842982,Devil Wings,34.874439461883405,GF Heart Pink,17.243902439024392,Devil Bikini,138.875,Crimson Eyes,21.483425414364643,Grey Heart Glasses,28.07581227436823,Brown Flowy Buns,29.018656716417908,,1.8111318118304611,,1.000900900900901,310.2517061204103
3555,7,3.5031531531531535,O Smile,31.613821138211378,Pale,6.167327517842982,Golden Scythe,149.5576923076923,GF Heart Pink,17.243902439024392,HODL Jacket,36.51173708920188,Cyberpop Eyes,35.35,,1.921195652173913,Virtual Idol Twintails,129.61666666666667,,1.8111318118304611,,1.000900900900901,414.29752867669805
3556,8,2.0179034769071094,Blue Open Mouth,29.347169811320757,Bloody Tanline,40.505208333333336,Gun,20.519788918205805,Crimson Explosion,19.155172413793103,Devil Hunter,37.75242718446602,White Glow Eyes,38.885,3D Glasses,74.06666666666666,Long Silver Hairclip Bangs,33.96069868995633,,1.8111318118304611,,1.000900900900901,299.02206820738047
3557,7,3.5031531531531535,Closed Smile Red,34.71875,Tanline,6.906749555950266,Oniblade,58.037313432835816,Purple Gradient,15.774847870182557,Pink Student,39.882051282051286,Vampire Eyes,22.09375,,1.921195652173913,Long Dark Bangs,27.38380281690141,,1.8111318118304611,,1.000900900900901,213.03364647597974
3558,8,2.0179034769071094,Vampire Cute Grin,29.68320610687023,Light,3.2109826589595376,Chainsaw,18.34198113207547,GF Heart Pink,17.243902439024392,Nyan Kitty,36.17209302325581,Cute Angry Eyes,20.794117647058822,Visor,51.16447368421053,Blonde Flowy Hair,28.69741697416974,,1.8111318118304611,,1.000900900900901,210.13810985526297
3559,8,2.0179034769071094,Lip Bite Pink,34.10964912280702,Pale,6.167327517842982,Devil Scythe,62.216,Purple Solid,16.511677282377917,HODL Jacket,36.51173708920188,Devil Pink Eyes,53.26712328767123,,1.921195652173913,Blonde Flowy Hair,28.69741697416974,Black Ribbon,27.974820143884894,,1.000900900900901,270.3957514479376
3560,7,3.5031531531531535,Yandere Smile,155.54,Light,3.2109826589595376,Gatling Gun,21.365384615384617,Crimson Explosion,19.155172413793103,Z Jacket,42.49726775956284,Yandere Stare,58.916666666666664,,1.921195652173913,Dark Flowy Buns,28.48717948717949,,1.8111318118304611,,1.000900900900901,337.40903511960477
3561,7,3.5031531531531535,Lip Bite Pink,34.10964912280702,Tanline,6.906749555950266,Ghost Blade,33.96069868995633,KGF Pattern,21.542936288088644,Pattern Jacket,42.03783783783784,Jester Eyes,33.23504273504273,,1.921195652173913,Long Silver Bangs,37.93658536585366,,1.8111318118304611,,1.000900900900901,217.9658811135949
3562,8,2.0179034769071094,Lollipop,67.62608695652173,Tanline,6.906749555950266,Chainsaw,18.34198113207547,Pink Gradient,19.589420654911837,Grey Hoodie,41.36702127659575,Closed,18.17056074766355,Visor,51.16447368421053,Blue Side Ponytail,38.885,,1.8111318118304611,,1.000900900900901,266.8812301975676
